area,bedrooms,age,price
3111,3.0,18,491435.0
3020,5.0,47,475430.0
3028,4.0,33,483432.0
3225,5.0,17,539993.0
3111,5.0,41,510897.0
3824,3.0,38,586468.0
3223,4.0,44,509691.0
3790,6.0,14,615359.0
3593,6.0,29,572710.0
2668,3.0,43,423677.0
2691,3.0,5,423445.0
3381,5.0,48,514958.0
3537,3.0,41,524900.0
2928,3.0,13,443934.0
3246,4.0,44,511933.0
3974,4.0,4,622635.0
3764,4.0,26,575715.0
3210,6.0,29,510183.0
2832,3.0,35,430576.0
2861,5.0,26,449716.0
4063,4.0,9,657196.0
3525,6.0,4,572764.0
2878,6.0,38,470147.0
2957,3.0,30,439529.0
3135,4.0,40,507307.0
2851,4.0,18,466675.0
3532,5.0,10,555351.0
2787,6.0,21,467658.0
3658,4.0,14,595781.0
3566,3.0,48,539853.0
2990,6.0,14,516052.0
2944,5.0,36,485741.0
3641,5.0,9,594253.0
3624,5.0,27,567941.0
4082,6.0,20,646168.0
3225,3.0,15,524676.0
3476,4.0,2,577471.0
3628,5.0,19,590046.0
3556,6.0,22,584890.0
3122,6.0,0,518587.0
3397,6.0,26,571062.0
3465,6.0,4,579803.0
3864,5.0,37,595953.0
2875,5.0,47,462008.0
2641,3.0,22,398507.0
3828,3.0,43,573363.0
4052,6.0,35,631349.0
2651,5.0,12,427716.0
3731,6.0,19,602868.0
2744,3.0,23,429381.0
3354,6.0,27,538430.0
3276,3.0,20,506243.0
3738,6.0,43,600080.0
3756,6.0,41,592396.0
2903,6.0,48,463526.0
3533,3.0,20,531698.0
2854,5.0,48,465902.0
3059,3.0,2,507030.0
3412,3.0,46,502133.0
2960,5.0,23,501841.0
3094,6.0,34,515621.0
3896,3.0,20,622258.0
3519,3.0,0,542025.0
3543,5.0,11,557087.0
3790,3.0,0,591081.0
3608,3.0,1,559439.0
2874,6.0,19,481280.0
2694,6.0,7,455317.0
4088,4.0,20,637576.0
3026,4.0,48,477562.0
2647,6.0,11,450753.0
3901,5.0,8,634591.0
3593,6.0,48,564466.0
3679,6.0,36,587391.0
3954,3.0,36,623880.0
2708,6.0,32,443138.0
3655,5.0,43,561707.0
3195,5.0,9,507697.0
3690,5.0,5,616588.0
2747,3.0,21,442956.0
3783,5.0,6,602465.0
3387,5.0,22,565914.0
3407,4.0,13,544773.0
3173,5.0,45,492281.0
3209,6.0,4,543058.0
2844,3.0,40,421722.0
3038,6.0,39,477261.0
3746,6.0,40,586323.0
3087,4.0,44,476902.0
2790,6.0,20,481283.0
2804,6.0,27,450911.0
3512,3.0,5,555937.0
2680,4.0,49,418496.0
3110,4.0,31,488964.0
3758,4.0,6,599106.0
4076,5.0,9,671798.0
3413,6.0,18,563167.0
3580,5.0,24,585941.0
3106,5.0,11,520366.0
3188,5.0,49,520476.0
3293,3.0,18,522632.0
4041,5.0,46,631606.0
3202,5.0,5,514110.0
4026,4.0,33,646364.0
3758,5.0,41,577988.0
3232,6.0,38,540032.0
3754,5.0,22,613821.0
3778,5.0,4,602938.0
2838,5.0,32,471634.0
2881,4.0,42,461224.0
3125,5.0,37,503120.0
3331,6.0,20,536517.0
3174,6.0,6,537669.0
3681,4.0,48,555186.0
2893,4.0,29,470048.0
3541,,43,
4029,4.0,31,611788.0
2707,6.0,36,448371.0
3104,3.0,35,465024.0
3437,4.0,46,542343.0
3617,5.0,0,608417.0
3649,5.0,49,569984.0
2868,5.0,15,471932.0
3438,5.0,25,548545.0
3543,4.0,35,547065.0
3365,3.0,43,513107.0
2673,4.0,2,449405.0
3506,5.0,4,566818.0
3184,5.0,42,526188.0
3074,3.0,21,498475.0
3768,4.0,15,614655.0
3975,5.0,15,633906.0
3366,5.0,10,563801.0
3853,5.0,49,597632.0
2894,3.0,19,466787.0
3800,6.0,6,642567.0
3118,4.0,27,496450.0
3608,4.0,45,563557.0
3566,5.0,19,591333.0
3231,5.0,47,500454.0
3113,6.0,49,509718.0
2967,6.0,29,480798.0
3815,4.0,40,595731.0
3817,6.0,24,633010.0
3901,5.0,7,622938.0
3414,5.0,38,536951.0
3788,4.0,25,596434.0
2940,5.0,44,460045.0
3855,3.0,34,602253.0
2841,3.0,7,461001.0
3478,3.0,18,543549.0
3685,5.0,8,588774.0
3267,3.0,41,501134.0
3340,6.0,22,543164.0
3952,4.0,11,628452.0
3519,6.0,43,578077.0
2918,6.0,19,481071.0
2648,4.0,14,427967.0
4067,5.0,31,632212.0
3923,3.0,6,602495.0
3253,4.0,40,488578.0
3104,3.0,38,493078.0
2967,3.0,21,459216.0
3617,6.0,10,611945.0
3377,6.0,41,556228.0
3779,5.0,18,605163.0
3597,5.0,49,553233.0
4049,5.0,49,627728.0
3661,3.0,49,539652.0
2606,4.0,20,420996.0
3938,3.0,44,610252.0
3197,4.0,37,500433.0
3627,6.0,9,593681.0
2675,5.0,43,410312.0
3891,6.0,3,637076.0
3013,5.0,3,506795.0
2678,6.0,2,443528.0
3323,4.0,1,522327.0
3906,4.0,23,618359.0
2963,4.0,31,470221.0
3367,4.0,35,537162.0
2680,4.0,32,444527.0
3787,3.0,43,585824.0
3513,3.0,5,542493.0
2994,3.0,38,446985.0
3812,3.0,1,584039.0
3569,3.0,25,561639.0
2699,4.0,41,411745.0
3521,6.0,35,567175.0
3778,3.0,40,575047.0
3163,5.0,33,502172.0
2935,3.0,45,459899.0
2883,3.0,15,446466.0
2732,3.0,17,427464.0
3982,3.0,26,606763.0
2703,5.0,11,435309.0
2841,5.0,24,470008.0
3037,3.0,49,443613.0
3604,3.0,8,581100.0
3987,5.0,49,637507.0
3219,6.0,28,536399.0
3972,5.0,45,638610.0
3667,4.0,38,582965.0
3630,5.0,38,576320.0
3509,5.0,16,553252.0
3829,3.0,15,583125.0
2745,5.0,43,439533.0
4048,6.0,43,642012.0
3237,6.0,26,534269.0
3078,4.0,37,466167.0
4076,6.0,5,655776.0
3352,4.0,3,525142.0
3754,6.0,48,609024.0
2627,3.0,37,400832.0
2992,4.0,23,465588.0
3831,4.0,42,602281.0
2815,4.0,8,439604.0
3431,4.0,41,539514.0
3782,5.0,7,631925.0
3125,3.0,33,499197.0
3460,3.0,11,544052.0
3542,6.0,48,553100.0
3798,5.0,15,626995.0
3797,5.0,26,614683.0
2860,4.0,30,464419.0
3484,4.0,29,550843.0
3250,4.0,18,531112.0
3996,3.0,40,621594.0
2663,5.0,41,440653.0
2874,3.0,25,468484.0
2800,6.0,32,462483.0
2719,4.0,8,437728.0
2914,3.0,32,471030.0
3350,3.0,12,533874.0
4021,5.0,0,642223.0
3269,5.0,24,513568.0
3190,5.0,22,533301.0
2960,4.0,29,478595.0
2677,4.0,17,437852.0
3300,5.0,43,506372.0
3188,6.0,31,509122.0
3853,4.0,16,617923.0
3733,6.0,23,621197.0
2675,3.0,34,396540.0
3255,6.0,25,528559.0
3038,4.0,25,473722.0
3272,5.0,8,521158.0
3092,6.0,26,523401.0
3878,3.0,7,607299.0
3610,5.0,19,571496.0
2971,3.0,36,455498.0
3738,3.0,25,587972.0
3993,6.0,35,648742.0
2611,3.0,13,400342.0
2871,5.0,18,457211.0
3905,4.0,26,611668.0
3389,6.0,39,537083.0
2750,6.0,13,484976.0
3588,3.0,2,561881.0
3362,4.0,19,535107.0
2708,4.0,13,458134.0
3056,6.0,20,514743.0
3459,4.0,44,544058.0
3076,4.0,41,495400.0
3343,5.0,47,532472.0
3219,5.0,4,523277.0
2703,6.0,19,465651.0
2699,6.0,42,453873.0
3014,4.0,33,459563.0
2993,6.0,43,484193.0
3486,3.0,17,561076.0
3420,4.0,45,512886.0
3923,5.0,39,604132.0
3449,5.0,1,560532.0
4024,3.0,33,602781.0
3688,3.0,4,579571.0
2735,3.0,46,398560.0
4062,5.0,14,633315.0
3450,4.0,3,561056.0
3955,3.0,12,599278.0
2913,6.0,8,479688.0
3572,5.0,5,572000.0
2869,3.0,31,457734.0
3568,6.0,38,586210.0
2832,6.0,20,464586.0
3769,4.0,43,579454.0
3794,6.0,30,622350.0
3924,6.0,18,648355.0
3850,4.0,49,601118.0
3455,6.0,5,577764.0
3438,6.0,30,571092.0
2806,5.0,15,464514.0
2643,5.0,45,443081.0
3177,4.0,20,509891.0
3574,5.0,38,551758.0
2957,6.0,40,477691.0
2862,5.0,26,449716.0
2721,6.0,49,437917.0
3799,3.0,31,573210.0
3796,5.0,4,637149.0
3377,3.0,18,529975.0
3115,3.0,20,489490.0
4017,3.0,48,609762.0
2723,3.0,29,423769.0
3107,4.0,30,498899.0
3658,5.0,12,591201.0
3113,6.0,27,518942.0
3918,6.0,21,624110.0
2806,4.0,16,464096.0
3462,4.0,9,552993.0
4058,5.0,11,663068.0
2741,5.0,38,429601.0
2646,4.0,36,410862.0
3595,,43,
3455,5.0,23,548275.0
3405,3.0,2,545706.0
3346,4.0,9,524743.0
3970,6.0,25,634939.0
2682,3.0,40,408323.0
3118,5.0,40,480060.0
4051,4.0,29,631197.0
3113,5.0,29,486988.0
4081,6.0,45,642332.0
3074,3.0,25,490355.0
2776,4.0,42,455344.0
3447,4.0,7,545829.0
4025,5.0,38,622063.0
3899,4.0,36,606255.0
2854,3.0,6,442097.0
3771,6.0,17,598086.0
3433,5.0,45,548059.0
4035,5.0,11,668288.0
3531,4.0,10,566631.0
2865,5.0,41,443707.0
3345,5.0,11,528007.0
2613,6.0,15,424576.0
3037,6.0,17,498923.0
3950,4.0,44,600434.0
3584,5.0,23,566010.0
3378,4.0,33,547163.0
2721,3.0,9,446826.0
3923,4.0,8,613994.0
4013,6.0,20,662837.0
2768,4.0,47,451421.0
3868,6.0,44,619589.0
3383,5.0,13,562458.0
3638,5.0,43,577578.0
3069,6.0,22,500946.0
2600,6.0,47,418362.0
3915,5.0,31,619544.0
4022,6.0,38,624872.0
3200,3.0,8,520010.0
3627,6.0,39,603468.0
3948,6.0,14,628436.0
3725,3.0,7,602430.0
3463,6.0,18,561598.0
3226,3.0,29,504024.0
3179,3.0,9,513362.0
3025,3.0,2,485272.0
3381,4.0,22,535718.0
3737,5.0,26,615295.0
3001,4.0,18,468684.0
2962,4.0,8,475413.0
3280,3.0,20,502275.0
3570,6.0,0,590984.0
3406,5.0,10,536955.0
2923,3.0,38,440320.0
3907,5.0,30,626212.0
3255,5.0,36,529324.0
3354,6.0,48,521041.0
3346,5.0,45,545416.0
2644,3.0,23,418669.0
2940,5.0,29,486054.0
3164,3.0,30,476333.0
2772,4.0,1,445695.0
2681,4.0,27,438449.0
3245,3.0,24,494980.0
3311,3.0,46,510507.0
2855,3.0,36,437753.0
3973,6.0,37,654015.0
2706,3.0,24,408074.0
3354,3.0,9,523084.0
3784,6.0,3,640178.0
3537,3.0,9,549958.0
3834,4.0,14,595722.0
3013,6.0,31,482309.0
3988,5.0,47,644561.0
3249,3.0,5,517784.0
2654,6.0,35,428709.0
3504,4.0,26,569260.0
3649,4.0,44,568942.0
2761,5.0,13,459396.0
3129,5.0,20,502837.0
3097,4.0,26,478641.0
3031,6.0,32,506829.0
3686,4.0,49,581469.0
3439,5.0,42,540103.0
3576,3.0,47,524601.0
3710,4.0,34,596064.0
3107,3.0,15,486969.0
2765,4.0,20,444645.0
3889,3.0,31,587217.0
3252,6.0,3,541739.0
3712,4.0,17,587388.0
4005,6.0,24,660374.0
3997,6.0,35,643148.0
3006,3.0,6,496193.0
3808,5.0,36,585008.0
3157,3.0,45,500918.0
3302,6.0,21,564332.0
3116,5.0,2,522601.0
3437,3.0,35,509869.0
3237,5.0,17,522323.0
3700,,13,
3281,6.0,17,534060.0
2996,5.0,36,471186.0
2750,6.0,5,476471.0
3977,6.0,37,650199.0
3289,5.0,14,529608.0
2994,4.0,42,452347.0
2798,4.0,36,431492.0
2722,3.0,15,440832.0
2616,3.0,6,403433.0
3311,4.0,6,526879.0
3011,4.0,4,508349.0
3918,6.0,3,659599.0
2707,5.0,46,441083.0
3708,3.0,45,568159.0
4049,3.0,30,639948.0
3322,5.0,47,530036.0
3227,3.0,33,516434.0
3054,6.0,28,495676.0
3534,3.0,23,557877.0
2713,3.0,15,437900.0
3314,5.0,27,540644.0
2959,4.0,49,446929.0
2640,3.0,29,403536.0
2694,4.0,30,420200.0
3788,5.0,15,627703.0
2698,3.0,23,416777.0
3171,6.0,46,511286.0
3201,3.0,48,493691.0
3296,4.0,31,506353.0
3751,5.0,37,601207.0
3554,6.0,32,578287.0
3911,4.0,26,625418.0
3416,4.0,18,535845.0
3603,4.0,36,549004.0
2726,6.0,21,458809.0
2987,5.0,27,494423.0
2920,4.0,14,490277.0
3103,4.0,1,524759.0
3636,4.0,35,581309.0
3452,3.0,15,556119.0
4083,5.0,31,647180.0
2932,5.0,22,489863.0
2970,3.0,35,469768.0
3543,4.0,29,562152.0
2913,5.0,3,492696.0
2749,4.0,32,424816.0
3124,6.0,40,508711.0
3257,6.0,25,530553.0
3023,3.0,21,459529.0
3039,3.0,2,489017.0
3049,4.0,11,484467.0
3917,6.0,46,605450.0
3112,6.0,5,527405.0
3391,4.0,31,544091.0
3509,6.0,42,567781.0
2736,4.0,29,436910.0
3068,6.0,6,521099.0
2653,4.0,37,414155.0
2810,4.0,0,467111.0
2936,6.0,7,498079.0
2992,4.0,30,473444.0
4014,6.0,9,661089.0
3011,6.0,34,506623.0
3789,3.0,20,571871.0
3019,5.0,17,478437.0
2950,3.0,21,454684.0
3572,3.0,25,544457.0
4065,4.0,22,658286.0
2901,4.0,44,465438.0
3938,4.0,9,626778.0
3775,4.0,45,581829.0
3366,4.0,43,526216.0
3866,4.0,22,618832.0
3346,3.0,36,527849.0
3568,5.0,24,579094.0
3614,4.0,0,565554.0
3064,5.0,25,500826.0
3869,4.0,8,631580.0
3493,5.0,15,557753.0
3570,5.0,32,566886.0
3086,6.0,48,497981.0
3456,6.0,11,562683.0
3432,5.0,46,521998.0
4011,3.0,14,618526.0
3516,5.0,39,565506.0
3607,5.0,42,577564.0
3799,5.0,48,610092.0
3046,6.0,38,488557.0
2953,3.0,46,434742.0
3648,4.0,45,575174.0
3322,5.0,16,557982.0
2737,5.0,18,450337.0
3952,5.0,28,616737.0
3823,4.0,0,612472.0
2897,4.0,32,472783.0
3326,5.0,2,543423.0
3947,4.0,48,606290.0
3751,6.0,18,621231.0
2835,4.0,37,457553.0
3648,3.0,47,554181.0
4054,6.0,16,661658.0
3144,6.0,37,500103.0
3402,3.0,26,526436.0
3460,3.0,6,557306.0
2637,4.0,11,432516.0
2828,5.0,1,467280.0
3450,3.0,1,560726.0
3679,4.0,25,563883.0
3147,3.0,44,487906.0
2955,5.0,20,479619.0
3689,4.0,38,570989.0
2949,3.0,12,465783.0
3853,4.0,5,635087.0
2955,5.0,38,485942.0
3414,6.0,18,572013.0
3978,4.0,24,626041.0
2691,4.0,35,411646.0
2662,3.0,36,394256.0
2662,6.0,40,440862.0
3097,3.0,13,504091.0
2851,5.0,46,439221.0
3190,5.0,36,524517.0
3474,3.0,27,519694.0
2758,4.0,19,428995.0
3971,3.0,1,634544.0
2651,4.0,37,415657.0
3116,3.0,39,460318.0
3502,6.0,30,552331.0
3883,5.0,27,638029.0
3279,3.0,38,497445.0
3092,6.0,48,514263.0
3724,5.0,10,589061.0
3011,5.0,49,491903.0
2900,6.0,3,479766.0
2856,5.0,21,472163.0
3333,3.0,2,528917.0
3446,6.0,37,573744.0
3752,6.0,4,610093.0
3880,5.0,41,596837.0
2696,5.0,4,445197.0
2629,5.0,29,417459.0
4013,6.0,29,654968.0
2669,3.0,28,411195.0
3297,4.0,12,526024.0
3910,5.0,19,630629.0
3386,6.0,9,570539.0
3218,3.0,13,513795.0
2616,3.0,22,423529.0
3961,3.0,38,592495.0
3827,3.0,36,589098.0
2609,6.0,27,437087.0
3330,3.0,46,498894.0
3700,6.0,25,607845.0
3855,3.0,15,596452.0
3445,3.0,9,555087.0
3455,5.0,39,567511.0
3554,6.0,32,578903.0
3233,6.0,4,532842.0
4056,6.0,2,683536.0
4035,3.0,35,626074.0
2753,3.0,17,443967.0
2711,4.0,10,421687.0
3658,5.0,8,611225.0
2676,6.0,18,432441.0
3811,3.0,37,578311.0
3575,4.0,46,535498.0
3427,6.0,11,553547.0
3901,6.0,31,644471.0
3110,6.0,37,505828.0
2964,3.0,33,450648.0
3480,5.0,16,551759.0
3722,5.0,46,592366.0
3245,5.0,35,512249.0
3271,4.0,12,527585.0
2879,4.0,4,452572.0
3197,6.0,37,507139.0
3415,4.0,39,513190.0
2668,5.0,33,434742.0
3825,4.0,1,629146.0
3543,4.0,0,555433.0
3330,5.0,6,531107.0
3075,4.0,42,491714.0
3896,3.0,40,595469.0
3774,3.0,29,573316.0
3749,5.0,37,608030.0
3652,6.0,1,618008.0
2884,5.0,20,462062.0
3225,4.0,3,516528.0
3469,5.0,6,571007.0
3201,6.0,39,522024.0
3757,6.0,13,615550.0
4043,4.0,21,653753.0
3315,3.0,40,488427.0
3547,3.0,40,528445.0
3189,5.0,6,517258.0
3296,5.0,9,557568.0
3885,5.0,41,628382.0
2629,3.0,21,412088.0
2691,4.0,41,413804.0
3049,5.0,26,510385.0
3941,5.0,27,607990.0
3088,4.0,35,466330.0
3778,3.0,16,580686.0
3908,3.0,37,599010.0
3599,3.0,3,569483.0
3023,3.0,8,489681.0
2705,5.0,35,435142.0
3287,4.0,17,544216.0
2709,5.0,6,455877.0
2977,4.0,8,491672.0
2860,5.0,36,441057.0
4062,6.0,13,657916.0
2984,5.0,24,485979.0
2867,3.0,46,424376.0
2779,6.0,37,464273.0
3211,3.0,29,477534.0
3564,3.0,11,566948.0
3097,4.0,47,461528.0
3332,5.0,28,543049.0
3474,4.0,8,542767.0
3512,,47,
3484,5.0,21,576108.0
3694,3.0,36,558936.0
3360,4.0,40,513143.0
2695,4.0,33,411338.0
3626,5.0,38,571393.0
3108,3.0,49,458839.0
3897,6.0,3,640838.0
3866,4.0,15,624612.0
2760,6.0,36,463789.0
2825,6.0,25,479442.0
4046,4.0,7,633412.0
3180,4.0,18,525032.0
3884,5.0,21,612821.0
3619,4.0,3,590601.0
2935,4.0,47,464591.0
3751,5.0,18,592193.0
2877,3.0,23,467813.0
3995,3.0,36,629364.0
3726,4.0,47,563246.0
2872,5.0,32,478456.0
2602,3.0,23,391066.0
3301,3.0,31,504362.0
2774,5.0,45,450902.0
3734,5.0,42,580301.0
2888,4.0,29,462346.0
2831,6.0,16,464601.0
2985,3.0,36,444722.0
3916,5.0,46,629643.0
2864,4.0,4,474838.0
3459,4.0,6,575140.0
3624,4.0,49,559222.0
2763,6.0,21,446946.0
3650,6.0,48,592347.0
3814,3.0,3,618936.0
3548,3.0,3,579610.0
3271,5.0,32,544302.0
2859,4.0,17,453845.0
2859,6.0,21,491288.0
3978,5.0,45,606454.0
3740,5.0,6,603231.0
2764,3.0,41,426198.0
3026,4.0,20,480799.0
2966,4.0,28,481698.0
3644,6.0,0,618823.0
3857,4.0,5,635356.0
2733,6.0,29,472971.0
3328,6.0,49,536905.0
3623,4.0,3,594275.0
3707,6.0,28,599002.0
3294,6.0,43,545007.0
3341,4.0,19,523227.0
3883,5.0,2,613676.0
3775,6.0,10,616480.0
3672,4.0,18,593827.0
3462,5.0,11,572348.0
3270,3.0,43,512285.0
3841,6.0,0,633032.0
3252,4.0,10,514233.0
2840,4.0,47,452698.0
3523,5.0,16,587964.0
2804,5.0,28,468180.0
3314,6.0,43,538695.0
3027,5.0,12,485230.0
2838,6.0,29,467491.0
3355,6.0,17,563134.0
2643,3.0,10,404442.0
3311,3.0,1,516857.0
3112,5.0,5,514386.0
3163,6.0,39,522473.0
3274,4.0,28,535209.0
3464,5.0,8,575394.0
3647,5.0,32,591939.0
4072,4.0,40,632178.0
3386,4.0,15,533498.0
3400,3.0,1,521552.0
2602,3.0,38,411166.0
3892,4.0,33,627042.0
3494,4.0,47,523602.0
3364,5.0,47,527304.0
3696,3.0,13,565829.0
4021,5.0,43,616637.0
3494,3.0,30,526274.0
2731,5.0,9,468202.0
3854,6.0,43,626497.0
3054,3.0,29,455872.0
3004,4.0,6,494026.0
3426,3.0,19,534565.0
2602,3.0,22,398302.0
3581,4.0,22,548003.0
2775,5.0,40,448058.0
2710,4.0,22,454189.0
2854,6.0,11,484885.0
2913,3.0,4,446828.0
3913,5.0,14,649042.0
2669,3.0,36,407621.0
3845,5.0,9,611096.0
3703,6.0,13,593969.0
3713,4.0,15,591785.0
3093,4.0,10,489779.0
3613,6.0,23,579201.0
3904,4.0,42,585266.0
2956,5.0,19,480163.0
3300,4.0,24,513394.0
3489,6.0,25,576807.0
3432,4.0,42,517697.0
4069,6.0,4,667464.0
3701,5.0,0,586851.0
3310,3.0,37,520816.0
3737,4.0,23,577560.0
3161,3.0,6,487044.0
2731,5.0,27,449416.0
3528,6.0,8,567922.0
3739,6.0,7,623117.0
2997,6.0,45,501793.0
2675,4.0,46,426388.0
3641,4.0,21,561724.0
2668,4.0,10,415376.0
4095,6.0,5,675537.0
2903,5.0,40,455483.0
2930,4.0,21,478223.0
3022,5.0,0,487880.0
3228,4.0,45,481765.0
3869,4.0,42,610631.0
3470,5.0,9,570226.0
3032,4.0,35,484666.0
3393,3.0,20,523763.0
3147,3.0,40,482574.0
4079,4.0,1,669646.0
3560,4.0,32,541381.0
3632,6.0,36,594514.0
3563,4.0,36,548753.0
3374,3.0,22,521013.0
3725,5.0,17,595094.0
3620,3.0,24,570939.0
4015,4.0,42,628117.0
3547,5.0,43,573664.0
4085,3.0,42,627718.0
2682,4.0,12,442720.0
2976,6.0,39,470622.0
3750,3.0,34,569100.0
3888,4.0,31,601115.0
2647,5.0,21,435069.0
2900,5.0,41,463346.0
2675,5.0,0,451967.0
2905,3.0,31,453044.0
3674,3.0,23,561335.0
3762,3.0,29,573355.0
3795,5.0,31,622371.0
3319,4.0,2,522466.0
3587,5.0,37,582564.0
3726,4.0,46,577088.0
3174,6.0,16,547789.0
2938,3.0,10,457035.0
3942,5.0,26,636361.0
3997,4.0,20,642246.0
3019,4.0,21,463459.0
2941,3.0,0,452467.0
3524,5.0,39,558215.0
3555,6.0,2,611136.0
2825,5.0,37,461825.0
3713,3.0,14,586548.0
3058,3.0,26,492615.0
3106,6.0,11,536578.0
4029,6.0,17,672714.0
3521,6.0,4,567399.0
3232,3.0,40,497230.0
4049,4.0,2,666152.0
3637,4.0,28,559520.0
3946,3.0,0,631894.0
2810,4.0,5,467213.0
3836,4.0,44,582397.0
3408,4.0,31,520745.0
2912,6.0,48,469476.0
2941,4.0,25,479069.0
2637,5.0,23,452649.0
4054,5.0,6,663918.0
3835,3.0,42,570449.0
4098,5.0,47,650972.0
4014,3.0,12,611631.0
4016,4.0,41,627903.0
3620,3.0,42,571781.0
3325,3.0,42,518787.0
4003,4.0,27,633173.0
2839,6.0,36,472111.0
3277,5.0,44,503474.0
3563,4.0,32,544410.0
3286,5.0,43,528025.0
3344,5.0,22,528568.0
3025,5.0,1,510451.0
3460,3.0,31,524712.0
3687,4.0,8,573307.0
3681,6.0,19,595999.0
3615,4.0,20,573533.0
3151,6.0,0,523736.0
3305,5.0,43,525674.0
4059,6.0,17,672192.0
3301,5.0,19,553037.0
2965,3.0,5,464860.0
3554,4.0,34,556282.0
2951,5.0,28,497778.0
3536,6.0,29,580074.0
2673,3.0,39,423276.0
3293,5.0,13,527320.0
3119,4.0,45,480073.0
2955,6.0,31,488313.0
3543,6.0,47,549317.0
3309,3.0,26,499849.0
3281,3.0,40,503209.0
3396,5.0,26,554582.0
3870,6.0,21,621661.0
3490,5.0,0,576108.0
3453,6.0,16,555211.0
3379,4.0,25,541758.0
3115,5.0,30,521324.0
2874,4.0,26,444016.0
2646,3.0,3,432625.0
2961,6.0,4,488311.0
3769,4.0,5,621236.0
3735,4.0,34,592109.0
2755,4.0,46,417056.0
3678,4.0,8,581704.0
3223,6.0,10,524085.0
3313,3.0,46,489750.0
3003,3.0,34,456017.0
2799,5.0,48,459510.0
4051,3.0,41,631294.0
3540,5.0,13,583303.0
3274,3.0,18,515566.0
3273,4.0,10,513985.0
2674,5.0,12,464920.0
2975,3.0,41,449425.0
3437,5.0,35,564856.0
3076,3.0,8,502422.0
3528,5.0,29,570685.0
2811,5.0,4,451856.0
4047,3.0,42,626073.0
3014,,29,
3847,3.0,48,566595.0
3799,4.0,11,616283.0
3494,3.0,14,531804.0
3728,3.0,34,569624.0
2969,5.0,39,457052.0
3303,5.0,0,527887.0
3743,3.0,40,567630.0
3925,5.0,12,645571.0
2783,6.0,20,462921.0
3734,6.0,29,598104.0
3944,5.0,14,619310.0
3469,5.0,44,561485.0
4093,4.0,22,636874.0
4035,5.0,20,663115.0
2605,3.0,1,417489.0
3659,5.0,47,558344.0
3477,5.0,35,557856.0
3216,,26,
3819,4.0,41,607998.0
3780,6.0,11,619812.0
2737,6.0,12,484458.0
2899,4.0,39,463418.0
2707,6.0,13,452772.0
4094,5.0,47,645901.0
3218,3.0,4,510824.0
2732,3.0,3,447116.0
2916,4.0,7,492968.0
3028,4.0,42,472535.0
2602,4.0,11,411071.0
3590,4.0,45,548478.0
3693,3.0,43,563019.0
3828,5.0,8,621709.0
2679,6.0,26,457408.0
3296,5.0,0,534090.0
3520,3.0,7,556984.0
3325,4.0,0,553007.0
2968,4.0,4,468076.0
3783,3.0,36,562280.0
3054,3.0,47,452658.0
2697,3.0,30,437716.0
3799,5.0,12,607463.0
3891,4.0,14,600083.0
3942,6.0,0,660973.0
2790,3.0,47,425971.0
3755,3.0,17,600965.0
3551,4.0,21,574661.0
2707,3.0,13,423487.0
3343,6.0,40,536148.0
2769,4.0,27,434982.0
3934,4.0,35,627868.0
2881,6.0,26,489786.0
2990,6.0,22,494274.0
2671,4.0,24,418370.0
3559,3.0,25,565432.0
3973,3.0,27,631781.0
3366,5.0,16,564145.0
3887,5.0,5,639222.0
2970,4.0,17,480426.0
3519,3.0,35,539501.0
3840,5.0,32,596042.0
3397,6.0,19,563483.0
3931,6.0,32,637079.0
3923,3.0,29,585329.0
3529,3.0,18,557409.0
3416,4.0,22,557136.0
3318,4.0,48,522154.0
3474,3.0,5,532675.0
3026,5.0,19,499908.0
2839,5.0,29,471154.0
3753,5.0,44,583318.0
3986,3.0,38,618183.0
3165,4.0,43,474519.0
4072,4.0,7,642571.0
3355,3.0,29,520502.0
4007,4.0,6,623999.0
3680,4.0,10,586646.0
3767,5.0,36,612947.0
2936,3.0,46,432671.0
2800,5.0,48,460175.0
2961,6.0,10,485164.0
2791,5.0,21,461600.0
3422,3.0,21,525196.0
4051,5.0,35,636764.0
3009,3.0,29,461443.0
2728,3.0,34,434423.0
2723,5.0,28,451292.0
2905,3.0,1,445625.0
3023,3.0,48,468287.0
2986,4.0,13,485375.0
3822,3.0,39,601439.0
3499,6.0,4,591097.0
3381,5.0,2,557054.0
3484,4.0,9,562076.0
3955,4.0,44,621003.0
3891,6.0,43,608585.0
3245,5.0,18,538019.0
3256,4.0,4,517325.0
3061,5.0,40,505562.0
3814,6.0,48,607091.0
4016,3.0,33,605377.0
2627,6.0,36,443898.0
3502,3.0,44,533385.0
2964,6.0,36,470086.0
3154,6.0,49,513092.0
3244,6.0,37,534000.0
3600,6.0,38,600088.0
2999,3.0,15,491214.0
4008,3.0,49,612677.0
3791,3.0,12,602296.0
3118,5.0,40,482663.0
3205,6.0,20,521842.0
3426,4.0,16,552424.0
2664,6.0,17,444216.0
3558,6.0,26,587615.0
2650,6.0,37,441868.0
2777,5.0,46,457317.0
4036,3.0,41,596975.0
3618,5.0,44,586755.0
3567,4.0,43,569500.0
3049,4.0,43,469516.0
3674,6.0,47,584456.0
2991,4.0,32,459350.0
2917,3.0,21,441320.0
3288,6.0,48,543259.0
3094,6.0,34,505981.0
3774,6.0,9,623130.0
3382,6.0,44,534002.0
2919,3.0,40,457821.0
3164,4.0,29,488199.0
2991,3.0,28,473758.0
